product_id,product_name,category,price
91,modern,Electronics,276.64
92,sell,Sports,770.09
93,student,Electronics,508.34
94,occur,Clothing,317.09
95,trip,Sports,606.19
96,cold,Clothing,372.5
97,history,Clothing,487.19
98,contain,Electronics,143.48
99,listen,Electronics,46.6
100,for,Electronics,86.11
101,trade,Sports,916.81
102,section,Sports,199.42
103,than,Home,575.45
104,cause,Clothing,62.51
105,able,Sports,796.76
106,sign,Sports,176.62
107,true,Electronics,219.23
108,practice,Electronics,72.75
109,once,Clothing,687.17
110,expect,Sports,991.05
111,shoulder,Electronics,754.25
112,whatever,Sports,263.96
113,rule,Home,419.41
114,difference,Electronics,807.79
115,space,Electronics,884.12
116,particular,Clothing,269.0
117,turn,Electronics,802.96
118,interest,Electronics,775.92
119,bank,Sports,554.01
120,he,Electronics,497.86
121,whatever,Home,482.65
122,above,Sports,124.47
123,maybe,Home,503.12
124,term,Electronics,87.19
125,he,Home,309.44
126,television,Clothing,112.3
127,mission,Electronics,96.79
128,research,Home,586.72
129,natural,Home,868.78
130,seat,Electronics,143.22
131,item,Sports,101.79
132,she,Sports,870.05
133,ball,Home,531.11
134,instead,Clothing,744.52
135,that,Clothing,651.3
136,trade,Home,124.45
137,care,Electronics,228.93
138,order,Home,807.0
139,later,Sports,79.68
140,cup,Electronics,720.62
141,dinner,Clothing,911.3
142,agency,Sports,591.68
143,space,Home,689.14
144,worry,Sports,689.61
145,point,Home,574.79
146,listen,Sports,391.15
147,air,Clothing,266.5
148,yes,Clothing,929.54
149,off,Sports,354.42
150,similar,Clothing,425.73
151,quality,Sports,414.93
152,discover,Home,926.2
153,any,Home,798.39
154,create,Electronics,509.45
155,moment,Sports,248.72
156,condition,Clothing,414.41
157,reason,Sports,238.09
158,notice,Sports,987.14
159,machine,Home,925.43
160,sing,Home,782.13
161,three,Home,215.09
162,fish,Sports,805.74
163,yard,Sports,939.88
164,law,Sports,607.41
165,yard,Home,110.41
166,mention,Sports,677.37
167,customer,Home,384.86
168,continue,Clothing,223.71
169,them,Home,795.9
170,determine,Sports,654.98
171,arrive,Home,173.38
172,whose,Electronics,615.41
173,kid,Electronics,521.0
174,service,Clothing,150.45
175,film,Clothing,554.48
176,herself,Clothing,516.1
177,possible,Sports,742.5
178,I,Clothing,724.99
179,special,Electronics,790.08
180,look,Sports,597.23
181,quite,Sports,469.93
182,too,Electronics,945.98
183,per,Sports,117.72
184,concern,Home,215.78
185,fast,Sports,325.53
186,hotel,Electronics,271.73
187,south,Electronics,14.26
188,administration,Electronics,251.65
189,alone,Sports,493.56
190,study,Home,882.67
191,painting,Clothing,449.32
192,story,Sports,647.64
193,region,Sports,982.17
194,cup,Clothing,480.04
195,as,Clothing,55.07
196,front,Home,305.93
197,commercial,Clothing,69.35
198,red,Clothing,959.88
199,report,Electronics,186.31
200,head,Electronics,652.99
201,structure,Home,835.18
202,safe,Electronics,861.95
203,color,Electronics,828.08
204,serve,Electronics,910.6
205,ten,Clothing,311.49
206,team,Sports,239.25
207,center,Electronics,693.23
208,within,Home,59.35
209,realize,Home,426.99
210,top,Clothing,540.25
211,author,Home,965.87
212,military,Home,14.9
213,per,Sports,464.07
214,generation,Clothing,255.06
215,though,Clothing,810.37
216,main,Clothing,373.37
217,firm,Home,323.54
218,that,Home,181.14
219,agent,Sports,252.07
220,author,Sports,164.04
221,that,Clothing,659.31
222,lot,Clothing,684.52
223,college,Home,639.51
224,word,Electronics,126.03
225,protect,Electronics,580.12
226,president,Clothing,138.86
227,everybody,Home,395.55
228,left,Home,177.8
229,son,Electronics,34.05
230,like,Home,520.21
231,pattern,Sports,96.38
232,summer,Electronics,635.77
233,pattern,Clothing,98.37
234,network,Home,420.6
235,discussion,Clothing,374.11
236,condition,Electronics,69.49
237,area,Home,136.53
238,stop,Sports,724.43
239,science,Electronics,973.31
240,property,Electronics,266.36
241,couple,Sports,450.15
242,admit,Sports,123.78
243,test,Electronics,770.46
244,bit,Electronics,728.24
245,law,Electronics,618.61
246,majority,Sports,318.91
247,role,Home,482.71
248,between,Electronics,845.53
249,star,Clothing,348.99
250,southern,Sports,699.08
251,leader,Home,243.02
252,industry,Home,656.58
253,they,Electronics,840.27
254,mind,Electronics,438.92
255,must,Electronics,244.65
256,entire,Electronics,348.31
257,model,Electronics,324.17
258,plant,Sports,174.13
259,four,Electronics,240.71
260,beautiful,Sports,408.73
261,rule,Home,250.92
262,walk,Clothing,164.58
263,live,Sports,880.81
264,time,Sports,391.82
265,action,Sports,145.48
266,than,Home,623.01
267,war,Sports,391.87
268,but,Clothing,688.0
269,fact,Electronics,525.73
270,growth,Sports,568.3
271,sit,Home,215.94
272,finish,Home,128.36
273,suffer,Clothing,788.99
274,director,Electronics,52.02
275,form,Sports,694.8
276,dream,Clothing,832.42
277,magazine,Sports,429.19
278,I,Clothing,740.56
279,with,Clothing,923.09
280,science,Clothing,971.98
281,enough,Sports,137.84
282,leader,Electronics,651.4
283,southern,Electronics,467.18
284,activity,Clothing,935.3
285,hotel,Clothing,142.68
286,international,Sports,144.12
287,gun,Clothing,122.69
288,economic,Clothing,800.4
289,follow,Sports,151.82
290,change,Home,960.5
291,cut,Electronics,614.77
292,or,Electronics,284.77
293,choose,Home,473.29
294,teacher,Clothing,44.19
295,standard,Home,17.96
296,once,Sports,655.17
297,hard,Home,614.42
298,between,Electronics,613.6
299,bank,Sports,713.12
300,shake,Clothing,85.02
301,before,Clothing,716.27
302,would,Sports,169.64
303,often,Electronics,233.58
304,into,Clothing,531.53
305,site,Sports,433.45
306,set,Clothing,789.42
307,air,Electronics,952.8
308,teach,Electronics,475.49
309,impact,Electronics,735.96
310,enter,Home,306.72
311,foreign,Sports,78.28
312,glass,Sports,539.83
313,it,Sports,731.63
314,tonight,Clothing,848.7
315,daughter,Clothing,170.22
316,eight,Electronics,512.18
317,company,Electronics,976.88
318,so,Sports,167.84
319,community,Clothing,186.14
320,trouble,Electronics,596.63
321,store,Home,787.63
322,total,Clothing,584.78
323,four,Home,778.35
324,stuff,Sports,356.36
325,be,Electronics,533.62
326,and,Electronics,330.84
327,training,Sports,738.32
328,between,Clothing,121.05
329,get,Electronics,915.0
330,take,Clothing,947.47
331,quickly,Sports,259.94
332,phone,Sports,61.37
333,news,Home,986.75
334,choose,Clothing,136.4
335,pay,Home,187.89
336,partner,Sports,768.51
337,get,Home,169.96
338,certainly,Electronics,575.08
339,require,Home,854.06
340,water,Sports,301.04
341,place,Electronics,666.76
342,garden,Electronics,951.32
343,teacher,Clothing,435.96
344,response,Electronics,394.02
345,will,Sports,51.17
346,indicate,Home,210.38
347,skin,Sports,448.2
348,office,Clothing,879.85
349,future,Home,19.56
350,street,Sports,500.98
351,yourself,Clothing,216.68
352,war,Electronics,816.27
353,beat,Sports,318.26
354,try,Clothing,214.49
355,themselves,Home,925.7
356,total,Home,966.32
357,stay,Home,205.92
358,share,Electronics,966.44
359,rate,Home,185.88
360,here,Home,545.33
361,career,Clothing,787.55
362,look,Sports,370.48
363,value,Electronics,84.64
364,whole,Clothing,382.48
365,style,Clothing,309.02
366,surface,Clothing,887.98
367,idea,Sports,811.53
368,week,Home,36.94
369,name,Clothing,654.55
370,memory,Electronics,946.88
371,arm,Sports,96.5
372,similar,Clothing,780.46
373,military,Sports,301.1
374,sense,Home,375.42
375,situation,Electronics,157.03
376,agreement,Electronics,560.35
377,modern,Electronics,197.5
378,theory,Home,713.45
379,ten,Sports,563.05
380,animal,Electronics,670.23
381,away,Home,811.69
382,message,Electronics,57.81
383,write,Home,691.17
384,actually,Electronics,246.28
385,them,Home,703.0
386,computer,Electronics,351.25
387,change,Sports,777.94
388,bad,Sports,332.5
389,cell,Sports,854.19
390,evidence,Sports,916.48
391,themselves,Clothing,466.6
392,more,Sports,565.07
393,old,Clothing,979.95
394,environment,Electronics,114.59
395,leave,Sports,929.02
396,argue,Home,353.95
397,hair,Clothing,243.66
398,future,Electronics,950.64
399,break,Home,633.13
400,carry,Electronics,643.99
401,program,Sports,815.6
402,leave,Electronics,523.48
403,determine,Home,15.4
404,interest,Clothing,142.62
405,ok,Home,877.44
406,effort,Clothing,421.42
407,under,Electronics,880.83
408,although,Electronics,609.32
409,determine,Home,213.82
410,order,Clothing,17.2
411,kind,Electronics,216.05
412,form,Clothing,868.52
413,maintain,Electronics,869.12
414,surface,Home,910.75
415,former,Electronics,348.42
416,the,Electronics,476.05
417,a,Electronics,112.9
418,rock,Electronics,277.57
419,owner,Electronics,930.06
420,surface,Home,431.95
421,under,Sports,131.52
422,return,Sports,382.46
423,pattern,Sports,124.75
424,field,Sports,453.27
425,support,Home,236.12
426,especially,Sports,545.23
427,evening,Electronics,581.07
428,staff,Electronics,120.81
429,group,Electronics,94.65
430,hope,Home,641.48
431,task,Clothing,158.53
432,blue,Home,998.0
433,law,Home,345.47
434,concern,Electronics,504.72
435,enter,Clothing,40.06
436,race,Clothing,889.53
437,finally,Clothing,212.94
438,population,Electronics,110.76
439,art,Home,743.38
440,if,Home,845.29
441,pay,Sports,509.25
442,friend,Clothing,208.92
443,leave,Clothing,953.5
444,involve,Home,158.91
445,become,Sports,946.23
446,teach,Home,492.95
447,significant,Electronics,695.1
448,get,Sports,543.89
449,society,Sports,257.43
450,get,Electronics,219.73
451,occur,Clothing,167.27
452,each,Sports,904.09
453,owner,Sports,398.24
454,executive,Electronics,665.86
455,will,Electronics,359.98
456,paper,Electronics,471.53
457,medical,Clothing,393.39
458,audience,Electronics,68.46
459,accept,Home,577.07
460,simply,Clothing,183.42
461,he,Sports,237.93
462,west,Home,217.57
463,pull,Home,760.55
464,specific,Home,20.56
465,mouth,Electronics,609.84
466,itself,Sports,170.3
467,factor,Sports,497.21
468,catch,Clothing,277.71
469,true,Clothing,578.24
470,social,Sports,954.8
471,citizen,Clothing,159.24
472,not,Clothing,274.67
473,notice,Clothing,443.81
474,above,Clothing,99.67
475,scene,Clothing,579.21
476,president,Electronics,468.08
477,particular,Electronics,527.2
478,analysis,Home,524.82
479,policy,Clothing,38.41
480,write,Home,333.0
481,factor,Electronics,340.62
482,toward,Electronics,555.26
483,person,Clothing,332.8
484,like,Sports,602.05
485,certain,Electronics,742.83
486,smile,Clothing,266.34
487,energy,Home,739.22
488,until,Electronics,108.19
489,head,Home,440.72
490,stage,Home,95.1
491,way,Sports,768.62
492,chance,Home,231.31
493,shake,Electronics,971.56
494,rich,Electronics,415.51
495,able,Home,83.17
496,environmental,Home,675.87
497,summer,Sports,802.33
498,security,Sports,627.47
499,alone,Home,617.54
